"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"Rank in weight"	"kselim"	"weight"	"weightfisher"
"1664"	"GO:0019935"	"cyclic-nucleotide-mediated signaling"	141	7	6.92	1664	"0.79710"	"0.77657"	"0.19431"
"1665"	"GO:0015749"	"monosaccharide transport"	150	11	7.36	1665	"0.27704"	"0.77662"	"1.00000"
"1667"	"GO:0048584"	"positive regulation of response to stimu..."	1822	94	89.39	1667	"0.20966"	"0.77740"	"0.93539"
"1669"	"GO:0009179"	"purine ribonucleoside diphosphate metabo..."	123	7	6.03	1669	"0.15175"	"0.77783"	"1.00000"
"1674"	"GO:0009260"	"ribonucleotide biosynthetic process"	255	13	12.51	1674	"0.39810"	"0.78167"	"0.48018"
"1676"	"GO:0002221"	"pattern recognition receptor signaling p..."	144	9	7.07	1676	"0.19514"	"0.78230"	"0.14906"
"1677"	"GO:0071363"	"cellular response to growth factor stimu..."	686	46	33.66	1677	"0.39188"	"0.78334"	"0.65864"
"1679"	"GO:0060415"	"muscle tissue morphogenesis"	130	8	6.38	1679	"0.73687"	"0.78544"	"0.25655"
"1680"	"GO:0031398"	"positive regulation of protein ubiquitin..."	164	10	8.05	1680	"0.78572"	"0.78572"	"0.28490"
"1682"	"GO:0015758"	"glucose transport"	144	10	7.07	1682	"0.27154"	"0.78607"	"0.19172"
"1683"	"GO:0007204"	"positive regulation of cytosolic calcium..."	201	10	9.86	1683	"0.51463"	"0.78673"	"0.16408"
"1684"	"GO:0051147"	"regulation of muscle cell differentiatio..."	233	16	11.43	1684	"0.28602"	"0.78690"	"0.69469"
"1686"	"GO:0051057"	"positive regulation of small GTPase medi..."	132	8	6.48	1686	"0.19040"	"0.78778"	"1.00000"
"1688"	"GO:0045833"	"negative regulation of lipid metabolic p..."	121	9	5.94	1688	"0.78975"	"0.78975"	"0.13953"
"1690"	"GO:1903555"	"regulation of tumor necrosis factor supe..."	103	8	5.05	1690	"0.01850"	"0.79053"	"1.00000"
"1691"	"GO:0000422"	"autophagy of mitochondrion"	122	8	5.99	1691	"0.79075"	"0.79075"	"0.24946"
"1693"	"GO:0042325"	"regulation of phosphorylation"	1335	77	65.5	1693	"0.14687"	"0.79104"	"0.73186"
"1694"	"GO:0035070"	"salivary gland histolysis"	150	8	7.36	1694	"0.62916"	"0.79132"	"0.26065"
"1699"	"GO:0006939"	"smooth muscle contraction"	137	9	6.72	1699	"0.79207"	"0.79207"	"0.23003"
"1700"	"GO:0006643"	"membrane lipid metabolic process"	159	11	7.8	1700	"0.37437"	"0.79248"	"1.00000"
"1704"	"GO:0045937"	"positive regulation of phosphate metabol..."	965	55	47.35	1704	"0.24324"	"0.79429"	"0.30631"
"1708"	"GO:0048706"	"embryonic skeletal system development"	207	13	10.16	1708	"0.05143"	"0.79616"	"0.65152"
"1709"	"GO:0007588"	"excretion"	118	7	5.79	1709	"0.79651"	"0.79651"	"0.35875"
"1713"	"GO:0051246"	"regulation of protein metabolic process"	2349	125	115.25	1713	"0.53612"	"0.79785"	"0.69002"
"1714"	"GO:0035152"	"regulation of tube architecture, open tr..."	199	10	9.76	1714	"0.39400"	"0.79797"	"0.98280"
"1716"	"GO:0051707"	"response to other organism"	962	52	47.2	1716	"0.57681"	"0.79836"	"1.00000"
"1718"	"GO:0008217"	"regulation of blood pressure"	197	13	9.67	1718	"0.48981"	"0.79988"	"0.32498"
"1719"	"GO:0007498"	"mesoderm development"	318	22	15.6	1719	"0.27035"	"0.80009"	"0.49460"
"1725"	"GO:0060179"	"male mating behavior"	211	14	10.35	1725	"0.80030"	"0.80352"	"0.21953"
"1727"	"GO:0071241"	"cellular response to inorganic substance"	185	14	9.08	1727	"0.80455"	"0.80455"	"1.00000"
"1731"	"GO:0010453"	"regulation of cell fate commitment"	127	7	6.23	1731	"0.80691"	"0.80691"	"0.43189"
"1732"	"GO:0022898"	"regulation of transmembrane transporter ..."	259	15	12.71	1732	"0.23831"	"0.80715"	"0.42378"
"1733"	"GO:0030258"	"lipid modification"	234	17	11.48	1733	"0.49704"	"0.80720"	"0.17979"
"1734"	"GO:0060078"	"regulation of postsynaptic membrane pote..."	146	11	7.16	1734	"0.41515"	"0.80872"	"0.63142"
"1735"	"GO:0051169"	"nuclear transport"	621	31	30.47	1735	"0.28976"	"0.80936"	"0.29700"
"1736"	"GO:0050776"	"regulation of immune response"	613	32	30.08	1736	"0.12378"	"0.80960"	"0.74148"
"1739"	"GO:0048638"	"regulation of developmental growth"	1127	62	55.29	1739	"0.24132"	"0.81104"	"1.00000"
"1741"	"GO:0001503"	"ossification"	417	28	20.46	1741	"0.65734"	"0.81304"	"0.32466"
"1743"	"GO:0072659"	"protein localization to plasma membrane"	215	11	10.55	1743	"0.81640"	"0.81640"	"0.48775"
"1746"	"GO:0060070"	"canonical Wnt signaling pathway"	311	19	15.26	1746	"0.55559"	"0.81692"	"0.96609"
"1748"	"GO:0051224"	"negative regulation of protein transport"	272	15	13.35	1748	"0.51194"	"0.81779"	"0.50469"
"1749"	"GO:0072593"	"reactive oxygen species metabolic proces..."	263	15	12.9	1749	"0.18174"	"0.81802"	"0.39238"
"1752"	"GO:0030168"	"platelet activation"	111	6	5.45	1752	"0.81902"	"0.81902"	"0.46418"
"1754"	"GO:0043067"	"regulation of programmed cell death"	1564	81	76.74	1754	"0.74572"	"0.81975"	"1.00000"
"1756"	"GO:0030901"	"midbrain development"	107	6	5.25	1756	"0.82024"	"0.82024"	"0.42908"
"1758"	"GO:0007525"	"somatic muscle development"	166	9	8.14	1758	"0.82157"	"0.82157"	"0.42824"
"1764"	"GO:0030817"	"regulation of cAMP biosynthetic process"	109	6	5.35	1764	"0.82441"	"0.82441"	"0.44669"
"1765"	"GO:0003205"	"cardiac chamber development"	218	14	10.7	1765	"0.39937"	"0.82444"	"1.00000"
"1774"	"GO:0051056"	"regulation of small GTPase mediated sign..."	325	20	15.95	1774	"0.14721"	"0.82634"	"1.00000"
"1778"	"GO:0034764"	"positive regulation of transmembrane tra..."	193	13	9.47	1778	"0.11117"	"0.82898"	"0.21825"
"1779"	"GO:0010038"	"response to metal ion"	350	26	17.17	1779	"0.72193"	"0.83074"	"0.24114"
"1782"	"GO:0031032"	"actomyosin structure organization"	419	24	20.56	1782	"0.23154"	"0.83213"	"0.66248"
"1786"	"GO:0070848"	"response to growth factor"	696	46	34.15	1786	"0.33713"	"0.83381"	"1.00000"
"1787"	"GO:0098773"	"skin epidermis development"	168	9	8.24	1787	"0.09948"	"0.83402"	"1.00000"
"1790"	"GO:0009058"	"biosynthetic process"	4399	221	215.83	1790	"0.11320"	"0.83442"	"1.00000"
"1792"	"GO:0048859"	"formation of anatomical boundary"	122	7	5.99	1792	"0.83514"	"0.83514"	"0.39125"
"1793"	"GO:0006508"	"proteolysis"	1342	68	65.84	1793	"0.45188"	"0.83627"	"0.70145"
"1797"	"GO:0045926"	"negative regulation of growth"	441	29	21.64	1797	"0.65641"	"0.83736"	"0.25324"
"1799"	"GO:0042157"	"lipoprotein metabolic process"	120	6	5.89	1799	"0.83861"	"0.83861"	"0.54073"
"1800"	"GO:0042221"	"response to chemical"	3508	185	172.12	1800	"0.97860"	"0.83962"	"0.40972"
"1808"	"GO:0050731"	"positive regulation of peptidyl-tyrosine..."	130	7	6.38	1808	"0.84269"	"0.84269"	"0.45612"
"1809"	"GO:0015980"	"energy derivation by oxidation of organi..."	369	21	18.1	1809	"0.40413"	"0.84385"	"0.55083"
"1815"	"GO:0009891"	"positive regulation of biosynthetic proc..."	1746	86	85.67	1815	"0.59487"	"0.84654"	"1.00000"
"1816"	"GO:0042067"	"establishment of ommatidial planar polar..."	145	8	7.11	1816	"0.84683"	"0.84683"	"0.41879"
"1818"	"GO:1902531"	"regulation of intracellular signal trans..."	1525	83	74.82	1818	"0.72532"	"0.84728"	"0.35522"
"1819"	"GO:0003018"	"vascular process in circulatory system"	142	9	6.97	1819	"0.60341"	"0.84746"	"0.66798"
"1822"	"GO:0016202"	"regulation of striated muscle tissue dev..."	218	17	10.7	1822	"0.12890"	"0.85013"	"0.15755"
"1827"	"GO:0098660"	"inorganic ion transmembrane transport"	509	25	24.97	1827	"0.09798"	"0.85241"	"0.68960"
"1829"	"GO:0070925"	"organelle assembly"	1116	55	54.76	1829	"0.99131"	"0.85272"	"0.98517"
"1830"	"GO:0010466"	"negative regulation of peptidase activit..."	158	10	7.75	1830	"0.23479"	"0.85282"	"0.61398"
"1831"	"GO:0006873"	"cellular ion homeostasis"	574	29	28.16	1831	"0.77600"	"0.85399"	"1.00000"
"1832"	"GO:0099565"	"chemical synaptic transmission, postsyna..."	142	11	6.97	1832	"0.33158"	"0.85476"	"0.54990"
"1834"	"GO:0045596"	"negative regulation of cell differentiat..."	862	43	42.29	1834	"0.66942"	"0.85504"	"0.27184"
"1835"	"GO:0007517"	"muscle organ development"	666	44	32.68	1835	"0.18892"	"0.85508"	"0.51269"
"1839"	"GO:0042440"	"pigment metabolic process"	246	19	12.07	1839	"0.62013"	"0.85604"	"0.58997"
"1842"	"GO:0042176"	"regulation of protein catabolic process"	458	26	22.47	1842	"0.85013"	"0.85705"	"0.26921"
"1843"	"GO:0031669"	"cellular response to nutrient levels"	359	21	17.61	1843	"0.73560"	"0.85723"	"0.65921"
"1853"	"GO:0030335"	"positive regulation of cell migration"	397	23	19.48	1853	"0.84398"	"0.86031"	"0.74822"
"1854"	"GO:0008584"	"male gonad development"	149	8	7.31	1854	"0.86040"	"0.86040"	"0.44892"
"1855"	"GO:0050821"	"protein stabilization"	240	12	11.78	1855	"0.86043"	"0.86043"	"0.51594"
"1856"	"GO:0051249"	"regulation of lymphocyte activation"	289	19	14.18	1856	"0.04887"	"0.86078"	"1.00000"
"1857"	"GO:0070201"	"regulation of establishment of protein l..."	958	57	47	1857	"0.22187"	"0.86110"	"1.00000"
"1866"	"GO:0040008"	"regulation of growth"	1483	78	72.76	1866	"0.55473"	"0.86294"	"0.98345"
"1867"	"GO:0009314"	"response to radiation"	743	39	36.45	1867	"0.34922"	"0.86304"	"0.45163"
"1869"	"GO:0065007"	"biological regulation"	6709	332	329.17	1869	"0.97476"	"0.86369"	"1.00000"
"1870"	"GO:0010646"	"regulation of cell communication"	2827	149	138.7	1870	"0.60229"	"0.86376"	"1.00000"
"1873"	"GO:0035082"	"axoneme assembly"	109	7	5.35	1873	"0.86540"	"0.86540"	"0.28697"
"1875"	"GO:0043271"	"negative regulation of ion transport"	187	12	9.17	1875	"0.47491"	"0.86654"	"0.88554"
"1876"	"GO:0017145"	"stem cell division"	258	14	12.66	1876	"0.27701"	"0.86790"	"0.45047"
"1878"	"GO:0034765"	"regulation of ion transmembrane transpor..."	362	21	17.76	1878	"0.30005"	"0.86843"	"0.32834"
"1888"	"GO:2000116"	"regulation of cysteine-type endopeptidas..."	271	20	13.3	1888	"0.33290"	"0.87123"	"1.00000"
"1891"	"GO:0046661"	"male sex differentiation"	306	16	15.01	1891	"0.89123"	"0.87181"	"0.24550"
"1892"	"GO:0007155"	"cell adhesion"	1234	63	60.54	1892	"0.41352"	"0.87219"	"0.82269"
"1894"	"GO:0034620"	"cellular response to unfolded protein"	156	9	7.65	1894	"0.42242"	"0.87403"	"0.42451"
"1898"	"GO:1903429"	"regulation of cell maturation"	122	7	5.99	1898	"0.87865"	"0.87865"	"0.39125"
"1900"	"GO:0050896"	"response to stimulus"	5649	297	277.16	1900	"0.88643"	"0.87957"	"1.00000"
"1901"	"GO:0008585"	"female gonad development"	152	8	7.46	1901	"0.87966"	"0.87966"	"0.47137"
"1902"	"GO:0050730"	"regulation of peptidyl-tyrosine phosphor..."	175	9	8.59	1902	"0.95358"	"0.87990"	"0.65466"
"1903"	"GO:0046928"	"regulation of neurotransmitter secretion"	129	7	6.33	1903	"0.88004"	"0.88004"	"0.44806"
"1906"	"GO:0043123"	"positive regulation of I-kappaB kinase/N..."	131	7	6.43	1906	"0.88097"	"0.88097"	"0.46415"
"1909"	"GO:0045859"	"regulation of protein kinase activity"	662	39	32.48	1909	"0.71549"	"0.88277"	"0.34259"
"1911"	"GO:0098656"	"anion transmembrane transport"	193	18	9.47	1911	"0.22536"	"0.88376"	"0.34233"
"1913"	"GO:0043588"	"skin development"	288	15	14.13	1913	"0.76690"	"0.88428"	"0.53898"
"1918"	"GO:0009117"	"nucleotide metabolic process"	667	38	32.73	1918	"0.04716"	"0.88528"	"0.54856"
"1919"	"GO:0000281"	"mitotic cytokinesis"	209	12	10.25	1919	"0.88559"	"0.88559"	"0.32912"
"1920"	"GO:0001678"	"cellular glucose homeostasis"	167	12	8.19	1920	"0.55842"	"0.88588"	"1.00000"
"1923"	"GO:0050954"	"sensory perception of mechanical stimulu..."	452	32	22.18	1923	"0.35382"	"0.88671"	"0.93802"
"1927"	"GO:1901293"	"nucleoside phosphate biosynthetic proces..."	305	19	14.96	1927	"0.26375"	"0.88950"	"1.00000"
"1928"	"GO:0043065"	"positive regulation of apoptotic process"	706	42	34.64	1928	"0.71261"	"0.88951"	"0.37454"
"1929"	"GO:0014070"	"response to organic cyclic compound"	836	54	41.02	1929	"0.28072"	"0.88966"	"0.53425"
"1930"	"GO:1904018"	"positive regulation of vasculature devel..."	157	8	7.7	1930	"0.69791"	"0.89003"	"0.61571"
"1931"	"GO:1901698"	"response to nitrogen compound"	1065	65	52.25	1931	"0.07726"	"0.89047"	"1.00000"
"1933"	"GO:0006575"	"cellular modified amino acid metabolic p..."	198	11	9.71	1933	"0.89129"	"0.89129"	"0.37989"
"1936"	"GO:0045088"	"regulation of innate immune response"	336	18	16.49	1936	"0.14978"	"0.89210"	"0.87159"
"1937"	"GO:0006793"	"phosphorus metabolic process"	2500	138	122.66	1937	"0.18102"	"0.89282"	"0.69762"
"1938"	"GO:0048639"	"positive regulation of developmental gro..."	783	43	38.42	1938	"0.04050"	"0.89351"	"0.73766"
"1944"	"GO:0051781"	"positive regulation of cell division"	106	6	5.2	1944	"0.89616"	"0.89616"	"0.42024"
"1946"	"GO:0035265"	"organ growth"	366	18	17.96	1946	"0.37914"	"0.89634"	"0.95934"
"1949"	"GO:1903827"	"regulation of cellular protein localizat..."	787	44	38.61	1949	"0.24360"	"0.89849"	"0.56973"
"1950"	"GO:0072524"	"pyridine-containing compound metabolic p..."	191	12	9.37	1950	"0.24605"	"0.89893"	"1.00000"
"1951"	"GO:0006644"	"phospholipid metabolic process"	377	20	18.5	1951	"0.23760"	"0.89895"	"0.62077"
"1952"	"GO:1901653"	"cellular response to peptide"	325	16	15.95	1952	"0.46899"	"0.89907"	"1.00000"
"1957"	"GO:0008643"	"carbohydrate transport"	181	12	8.88	1957	"0.45447"	"0.90245"	"0.78747"
"1958"	"GO:0021532"	"neural tube patterning"	105	6	5.15	1958	"0.90402"	"0.90402"	"0.41139"
"1959"	"GO:0008049"	"male courtship behavior"	145	9	7.11	1959	"0.90482"	"0.90482"	"0.28186"
"1963"	"GO:0050829"	"defense response to Gram-negative bacter..."	219	12	10.74	1963	"0.90779"	"0.90779"	"0.38905"
"1964"	"GO:0042303"	"molting cycle"	666	43	32.68	1964	"0.01132"	"0.90920"	"1.00000"
"1965"	"GO:0040007"	"growth"	2157	110	105.83	1965	"0.98132"	"0.90951"	"0.93462"
"1968"	"GO:0043297"	"apical junction assembly"	140	8	6.87	1968	"0.91089"	"0.91089"	"0.38101"
"1969"	"GO:0065008"	"regulation of biological quality"	3824	195	187.62	1969	"0.37191"	"0.91113"	"1.00000"
"1971"	"GO:0001655"	"urogenital system development"	484	27	23.75	1971	"0.19564"	"0.91177"	"0.41662"
"1974"	"GO:0044764"	"multi-organism cellular process"	108	6	5.3	1974	"0.91439"	"0.91439"	"0.43790"
"1975"	"GO:0052548"	"regulation of endopeptidase activity"	325	25	15.95	1975	"0.21228"	"0.91455"	"0.47302"
"1981"	"GO:0050951"	"sensory perception of temperature stimul..."	142	7	6.97	1981	"0.49344"	"0.91717"	"1.00000"
"1982"	"GO:0002262"	"myeloid cell homeostasis"	181	11	8.88	1982	"0.80825"	"0.91811"	"0.61409"
"1983"	"GO:0055086"	"nucleobase-containing small molecule met..."	726	42	35.62	1983	"0.05271"	"0.91903"	"1.00000"
"1984"	"GO:0034440"	"lipid oxidation"	139	10	6.82	1984	"0.44654"	"0.91968"	"1.00000"
"1985"	"GO:1901576"	"organic substance biosynthetic process"	4350	218	213.43	1985	"0.20085"	"0.92050"	"1.00000"
"1987"	"GO:1901564"	"organonitrogen compound metabolic proces..."	4678	243	229.52	1987	"0.17201"	"0.92215"	"0.70555"
"1988"	"GO:0006839"	"mitochondrial transport"	309	17	15.16	1988	"0.92257"	"0.92257"	"0.47064"
"1989"	"GO:0070482"	"response to oxygen levels"	394	20	19.33	1989	"0.36315"	"0.92337"	"1.00000"
"1992"	"GO:1900407"	"regulation of cellular response to oxida..."	124	9	6.08	1992	"0.21510"	"0.92488"	"1.00000"
"1993"	"GO:0051272"	"positive regulation of cellular componen..."	454	25	22.27	1993	"0.83377"	"0.92675"	"0.87108"
"1996"	"GO:0072522"	"purine-containing compound biosynthetic ..."	253	13	12.41	1996	"0.34304"	"0.92889"	"1.00000"
"1997"	"GO:0015833"	"peptide transport"	2018	111	99.01	1997	"0.42577"	"0.92906"	"0.41396"
"1998"	"GO:0044238"	"primary metabolic process"	6293	316	308.76	1998	"0.90790"	"0.92910"	"1.00000"
"1999"	"GO:0001823"	"mesonephros development"	154	8	7.56	1999	"0.27464"	"0.93062"	"1.00000"
"2000"	"GO:0046822"	"regulation of nucleocytoplasmic transpor..."	335	21	16.44	2000	"0.22285"	"0.93124"	"0.43205"
"2002"	"GO:0040017"	"positive regulation of locomotion"	529	28	25.95	2002	"0.86235"	"0.93344"	"0.76962"
"2009"	"GO:0008202"	"steroid metabolic process"	356	26	17.47	2009	"0.79862"	"0.93453"	"0.59318"
"2010"	"GO:0008152"	"metabolic process"	6756	340	331.48	2010	"0.99786"	"0.93498"	"1.00000"
"2017"	"GO:0043406"	"positive regulation of MAP kinase activi..."	197	11	9.67	2017	"0.60061"	"0.93829"	"0.55486"
"2025"	"GO:0007165"	"signal transduction"	3454	182	169.47	2025	"0.90556"	"0.94099"	"0.75086"
"2026"	"GO:0071822"	"protein complex subunit organization"	1742	101	85.47	2026	"0.59901"	"0.94158"	"0.63419"
"2028"	"GO:0001841"	"neural tube formation"	184	12	9.03	2028	"0.57731"	"0.94321"	"0.38233"
"2033"	"GO:0023061"	"signal release"	640	46	31.4	2033	"0.19132"	"0.94492"	"0.60216"
"2038"	"GO:0032535"	"regulation of cellular component size"	568	28	27.87	2038	"0.39979"	"0.94759"	"0.48691"
