lcl|NC_015762.1_mrna_XM_012316519.2_1	LOC100649911
lcl|NC_015762.1_mrna_XM_020866664.1_411	LOC100642949
lcl|NC_015762.1_mrna_XM_012321271.2_412	LOC100642949
lcl|NC_015762.1_mrna_XM_003392977.3_413	LOC100642949
lcl|NC_015762.1_mrna_XM_003392978.3_414	LOC100643068
lcl|NC_015762.1_mrna_XM_003392980.3_415	LOC100643311
lcl|NC_015762.1_mrna_XM_012321249.2_416	LOC100643187
lcl|NC_015762.1_mrna_XM_003392983.3_417	LOC100643679
lcl|NC_015762.1_mrna_XM_012321331.2_418	LOC100643557
lcl|NC_015762.1_mrna_XM_003392982.3_419	LOC100643557
lcl|NC_015762.1_mrna_XM_012321342.2_420	LOC100643557
lcl|NC_015762.1_mrna_XM_020867710.1_421	LOC100643557
lcl|NC_015762.1_mrna_XM_012307684.2_422	LOC100643434
lcl|NC_015762.1_mrna_XM_012307681.2_423	LOC100643434
lcl|NC_015762.1_mrna_XM_020868214.1_424	LOC100643874
lcl|NC_015762.1_miscrna_XR_002308984.1_425	LOC105665846
lcl|NC_015762.1_mrna_XM_003392984.3_426	LOC100643874
lcl|NC_015762.1_mrna_XM_020868348.1_427	LOC100643874
lcl|NC_015762.1_mrna_XM_020868326.1_428	LOC100643874
lcl|NC_015762.1_mrna_XM_020868376.1_429	LOC100643999
lcl|NC_015762.1_mrna_XM_012321369.2_430	LOC105667209
lcl|NC_015762.1_mrna_XM_003392985.3_431	LOC100644115
lcl|NC_015762.1_mrna_XM_003392986.3_432	LOC100644237
lcl|NC_015762.1_mrna_XM_020868575.1_433	LOC100644387
lcl|NC_015762.1_mrna_XM_012307715.2_434	LOC100644629
lcl|NC_015762.1_mrna_XM_003392988.3_435	LOC100644629
lcl|NC_015762.1_mrna_XM_003392987.3_436	LOC100644508
lcl|NC_015762.1_mrna_XM_012307749.2_437	LOC100644747
lcl|NC_015762.1_mrna_XM_020862651.1_438	LOC100644992
lcl|NC_015762.1_mrna_XM_012307739.2_439	LOC100644992
lcl|NC_015762.1_mrna_XM_003392990.3_440	LOC100644872
lcl|NC_015762.1_mrna_XM_012307735.2_441	LOC100644872
lcl|NC_015762.1_mrna_XM_003392992.3_442	LOC100645111
lcl|NC_015762.1_mrna_XM_012307900.2_443	LOC100645231
lcl|NC_015762.1_mrna_XM_012307904.2_444	LOC100645231
lcl|NC_015762.1_mrna_XM_012307898.2_445	LOC100645231
lcl|NC_015762.1_mrna_XM_012307922.2_446	LOC100645231
lcl|NC_015762.1_mrna_XM_020863104.1_447	LOC100645231
lcl|NC_015762.1_mrna_XM_012307893.2_448	LOC100645231
lcl|NC_015762.1_mrna_XM_020863132.1_449	LOC100645231
lcl|NC_015762.1_mrna_XM_020862929.1_450	LOC100645231
lcl|NC_015762.1_mrna_XM_020862897.1_451	LOC100645231
lcl|NC_015762.1_mrna_XM_020862916.1_452	LOC100645231
lcl|NC_015762.1_mrna_XM_020862850.1_453	LOC100645231
lcl|NC_015762.1_mrna_XM_020862876.1_454	LOC100645231
lcl|NC_015762.1_mrna_XM_020862950.1_455	LOC100645231
lcl|NC_015762.1_mrna_XM_020862749.1_456	LOC100645231
lcl|NC_015762.1_mrna_XM_012307927.2_457	LOC100645231
lcl|NC_015762.1_mrna_XM_012307813.2_458	LOC100645231
lcl|NC_015762.1_mrna_XM_012307824.2_459	LOC100645231
lcl|NC_015762.1_mrna_XM_012307819.2_460	LOC100645231
lcl|NC_015762.1_mrna_XM_012307798.2_461	LOC100645231
lcl|NC_015762.1_mrna_XM_012307804.2_462	LOC100645231
lcl|NC_015762.1_ncrna_XR_002307758.1_463	LOC110119345
lcl|NC_015762.1_mrna_XM_020863024.1_464	LOC100645231
lcl|NC_015762.1_mrna_XM_020863046.1_465	LOC100645231
lcl|NC_015762.1_mrna_XM_020862969.1_466	LOC100645231
lcl|NC_015762.1_mrna_XM_020862999.1_467	LOC100645231
lcl|NC_015762.1_mrna_XM_012307772.2_468	LOC100645359
lcl|NC_015762.1_mrna_XM_003392996.2_469	LOC100645477
lcl|NC_015762.1_mrna_XM_003392997.3_470	LOC100645477
lcl|NC_015762.1_mrna_XM_012307791.2_471	LOC100645477
lcl|NC_015762.1_mrna_XM_003392994.3_472	LOC100645359
lcl|NC_015762.1_mrna_XM_003392999.3_473	LOC100645933
lcl|NC_015762.1_mrna_XM_012307941.2_474	LOC100645818
lcl|NC_015762.1_mrna_XM_012307948.2_475	LOC100645818
lcl|NC_015762.1_mrna_XM_003393000.2_476	LOC100646133
lcl|NC_015762.1_mrna_XM_012307970.2_477	LOC100646250
lcl|NC_015762.1_mrna_XM_012307964.2_478	LOC100646250
lcl|NC_015762.1_mrna_XM_012307977.2_479	LOC100646250
lcl|NC_015762.1_mrna_XM_012307985.2_480	LOC100646250
lcl|NC_015762.1_mrna_XM_003393003.3_481	LOC100646454
lcl|NC_015762.1_mrna_XM_003393005.3_482	LOC100646695
lcl|NC_015762.1_mrna_XM_003393007.3_483	LOC100646891
lcl|NC_015762.1_miscrna_XR_001098642.2_484	LOC100646574
lcl|NC_015762.1_mrna_XM_012308002.2_485	LOC100646574
lcl|NC_015762.1_mrna_XM_012308106.2_486	LOC100647009
lcl|NC_015762.1_mrna_XM_012308092.2_487	LOC100647131
lcl|NC_015762.1_mrna_XM_012308082.2_488	LOC100647131
lcl|NC_015762.1_mrna_XM_012308099.2_489	LOC100647131
lcl|NC_015762.1_mrna_XM_012308074.2_490	LOC100647131
lcl|NC_015762.1_mrna_XM_012308064.2_491	LOC100647131
lcl|NC_015762.1_mrna_XM_012308049.2_492	LOC105665677
lcl|NC_015762.1_mrna_XM_003393010.3_493	LOC100647249
lcl|NC_015762.1_mrna_XM_020862762.1_494	LOC100647249
lcl|NC_015762.1_mrna_XM_012308031.2_495	LOC100647685
lcl|NC_015762.1_mrna_XM_012308019.2_496	LOC100647685
lcl|NC_015762.1_mrna_XM_012308025.2_497	LOC100647685
lcl|NC_015762.1_mrna_XM_020862780.1_498	LOC100647366
lcl|NC_015762.1_mrna_XM_020862775.1_499	LOC100647366
lcl|NC_015762.1_mrna_XM_012308125.2_500	LOC100647366
lcl|NC_015762.1_mrna_XM_003393011.3_501	LOC100647366
lcl|NC_015762.1_mrna_XM_003393013.3_502	LOC100647488
lcl|NC_015762.1_mrna_XM_003393012.3_503	LOC100647488
lcl|NC_015762.1_mrna_XM_012308151.2_504	LOC100648891
lcl|NC_015762.1_mrna_XM_020862805.1_505	LOC100648194
lcl|NC_015762.1_mrna_XM_003393016.3_506	LOC100648194
lcl|NC_015762.1_mrna_XM_012308202.2_507	LOC100648080
lcl|NC_015762.1_mrna_XM_012308166.2_508	LOC100648080
lcl|NC_015762.1_mrna_XM_003393014.3_509	LOC100647953
lcl|NC_015762.1_mrna_XM_003393017.3_510	LOC100648309
lcl|NC_015762.1_mrna_XM_020862821.1_511	LOC100648422
lcl|NC_015762.1_mrna_XM_003393019.3_512	LOC100648541
lcl|NC_015762.1_mrna_XM_003393022.3_513	LOC100648890
lcl|NC_015762.1_mrna_XM_003393021.3_514	LOC100648776
lcl|NC_015762.1_mrna_XM_003393020.3_515	LOC100648662
lcl|NC_015762.1_mrna_XM_012308253.2_516	LOC100648662
lcl|NC_015762.1_mrna_XM_012308297.2_517	LOC100649013
lcl|NC_015762.1_mrna_XM_012308329.2_518	LOC100649013
lcl|NC_015762.1_mrna_XM_012308313.2_519	LOC100649013
lcl|NC_015762.1_mrna_XM_012308272.2_520	LOC100649013
lcl|NC_015762.1_mrna_XM_020862845.1_521	LOC100649013
lcl|NC_015762.1_mrna_XM_012308318.2_522	LOC100649013
lcl|NC_015762.1_mrna_XM_012308280.2_523	LOC100649013
lcl|NC_015762.1_mrna_XM_020862856.1_524	LOC100649013
lcl|NC_015762.1_mrna_XM_012308288.2_525	LOC100649013
lcl|NC_015762.1_mrna_XM_003393023.3_526	LOC100649012
lcl|NC_015762.1_mrna_XM_012308353.2_527	LOC100649012
lcl|NC_015762.1_mrna_XM_012308351.2_528	LOC100649012
lcl|NC_015762.1_mrna_XM_012308339.2_529	LOC100649012
lcl|NC_015762.1_mrna_XM_012308352.2_530	LOC100649012
lcl|NC_015762.1_mrna_XM_012308363.2_531	LOC100649245
lcl|NC_015762.1_mrna_XM_003393025.3_532	LOC100649199
lcl|NC_015762.1_mrna_XM_003393027.3_533	LOC100649435
lcl|NC_015762.1_mrna_XM_003393028.3_534	LOC100649560
lcl|NC_015762.1_mrna_XM_003393029.3_535	LOC100649680
lcl|NC_015762.1_mrna_XM_012308433.2_536	LOC100649318
lcl|NC_015762.1_mrna_XM_012308408.2_537	LOC100649318
lcl|NC_015762.1_mrna_XM_020865085.1_538	LOC100649318
lcl|NC_015762.1_mrna_XM_020863458.1_539	LOC100649794
lcl|NC_015762.1_mrna_XM_012308466.2_540	LOC100649794
lcl|NC_015762.1_mrna_XM_003393032.3_541	LOC100649794
lcl|NC_015762.1_mrna_XM_003393030.3_542	LOC100649794
lcl|NC_015762.1_mrna_XM_020863463.1_543	LOC100650141
lcl|NC_015762.1_mrna_XM_012308580.2_544	LOC100650141
lcl|NC_015762.1_mrna_XM_020863439.1_545	LOC100650267
lcl|NC_015762.1_mrna_XM_012308560.2_546	LOC100650267
lcl|NC_015762.1_mrna_XM_012308563.2_547	LOC100650267
lcl|NC_015762.1_mrna_XM_003393035.3_548	LOC100650267
lcl|NC_015762.1_mrna_XM_003393036.3_549	LOC100650267
lcl|NC_015762.1_miscrna_XR_002307764.1_550	LOC100650267
lcl|NC_015762.1_mrna_XM_003393038.3_551	LOC100650589
lcl|NC_015762.1_mrna_XM_020863450.1_552	LOC100650470
lcl|NC_015762.1_mrna_XM_020863455.1_553	LOC100650470
lcl|NC_015762.1_mrna_XM_012308533.2_554	LOC100650470
lcl|NC_015762.1_mrna_XM_003393039.3_555	LOC100650712
lcl|NC_015762.1_mrna_XM_003393041.3_556	LOC100650913
lcl|NC_015762.1_mrna_XM_003393042.3_557	LOC100651028
lcl|NC_015762.1_mrna_XM_020864195.1_558	LOC100651149
lcl|NC_015762.1_mrna_XM_020864189.1_559	LOC100651272
lcl|NC_015762.1_mrna_XM_003393045.3_560	LOC100651272
lcl|NC_015762.1_mrna_XM_003393044.3_561	LOC100651272
lcl|NC_015762.1_mrna_XM_020864192.1_562	LOC100651475
lcl|NC_015762.1_mrna_XM_003393049.3_563	LOC100651945
lcl|NC_015762.1_mrna_XM_012308652.2_564	LOC100651592
lcl|NC_015762.1_mrna_XM_012308659.2_565	LOC100651592
lcl|NC_015762.1_mrna_XM_012308673.2_566	LOC100651592
lcl|NC_015762.1_mrna_XM_012308643.2_567	LOC100651710
lcl|NC_015762.1_mrna_XM_003393050.3_568	LOC100652068
lcl|NC_015762.1_mrna_XM_012308682.2_569	LOC100651828
lcl|NC_015762.1_mrna_XM_012308698.2_570	LOC100649365
lcl|NC_015762.1_mrna_XM_012308770.2_571	LOC100642479
lcl|NC_015762.1_mrna_XM_012308749.2_572	LOC100642479
lcl|NC_015762.1_mrna_XM_012308757.2_573	LOC100642479
lcl|NC_015762.1_mrna_XM_012308764.2_574	LOC100642479
lcl|NC_015762.1_mrna_XM_003393058.3_575	LOC100642792
lcl|NC_015762.1_mrna_XM_003393056.3_576	LOC100642596
lcl|NC_015762.1_mrna_XM_012308732.2_577	LOC100642596
lcl|NC_015762.1_mrna_XM_012308718.2_578	LOC100642912
lcl|NC_015762.1_mrna_XM_012308710.2_579	LOC100642912
lcl|NC_015762.1_mrna_XM_020864170.1_580	LOC100642912
lcl|NC_015762.1_mrna_XM_003393063.3_581	LOC100643107
lcl|NC_015762.1_mrna_XM_003393062.3_582	LOC100643107
lcl|NC_015762.1_mrna_XM_012308798.2_583	LOC100643107
lcl|NC_015762.1_mrna_XM_012308795.2_584	LOC100643107
lcl|NC_015762.1_mrna_XM_003393065.3_585	LOC100643515
lcl|NC_015762.1_mrna_XM_020862707.1_586	LOC110119148
lcl|NC_015762.1_mrna_XM_012308847.2_587	LOC100643395
lcl|NC_015762.1_mrna_XM_003393066.3_588	LOC100643639
lcl|NC_015762.1_mrna_XM_003393067.3_589	LOC100643875
lcl|NC_015762.1_mrna_XM_020868667.1_590	LOC100649610
lcl|NC_015762.1_mrna_XM_012308893.2_591	LOC100644116
lcl|NC_015762.1_mrna_XM_020862722.1_592	LOC105665767
lcl|NC_015762.1_mrna_XM_012308911.2_593	LOC100644000
lcl|NC_015762.1_mrna_XM_012308916.2_594	LOC100644000
lcl|NC_015762.1_mrna_XM_020862718.1_595	LOC100644000
lcl|NC_015762.1_mrna_XM_003393068.3_596	LOC100644000
lcl|NC_015762.1_mrna_XM_012308905.2_597	LOC100644000
lcl|NC_015762.1_miscrna_XR_001098740.2_598	LOC100644000
lcl|NC_015762.1_mrna_XM_012308928.2_599	LOC100644238
lcl|NC_015762.1_mrna_XM_012308936.2_600	LOC100644591
lcl|NC_015762.1_mrna_XM_012308949.2_601	LOC100644591
lcl|NC_015762.1_mrna_XM_012308943.2_602	LOC100644591
lcl|NC_015762.1_mrna_XM_003393071.3_603	LOC100644473
lcl|NC_015762.1_mrna_XM_012308965.2_604	LOC100644473
lcl|NC_015762.1_mrna_XM_012308960.2_605	LOC100644473
lcl|NC_015762.1_mrna_XM_012308955.2_606	LOC100644473
lcl|NC_015762.1_mrna_XM_012308978.2_607	LOC100644355
lcl|NC_015762.1_ncrna_XR_002307676.1_608	LOC110119257
lcl|NC_015762.1_mrna_XM_012308987.2_609	LOC100644792
lcl|NC_015762.1_mrna_XM_003393073.3_610	LOC100644792
lcl|NC_015762.1_mrna_XM_012308992.2_611	LOC100644792
lcl|NC_015762.1_mrna_XM_012309003.2_612	LOC100644792
lcl|NC_015762.1_mrna_XM_012309008.2_613	LOC100644792
lcl|NC_015762.1_ncrna_XR_002308112.1_614	LOC110119626
lcl|NC_015762.1_mrna_XM_020865035.1_615	LOC100644915
lcl|NC_015762.1_mrna_XM_012309026.2_616	LOC100645039
lcl|NC_015762.1_mrna_XM_012309033.2_617	LOC100645039
lcl|NC_015762.1_mrna_XM_003393075.3_618	LOC100645039
lcl|NC_015762.1_mrna_XM_020865031.1_619	LOC100645156
lcl|NC_015762.1_mrna_XM_003393076.3_620	LOC100645278
lcl|NC_015762.1_mrna_XM_003393111.3_621	LOC100649835
lcl|NC_015762.1_ncrna_XR_001098757.2_622	LOC105665780
lcl|NC_015762.1_mrna_XM_012309094.2_623	LOC100649952
lcl|NC_015762.1_mrna_XM_012309086.2_624	LOC100649952
lcl|NC_015762.1_mrna_XM_003393079.3_625	LOC100645617
lcl|NC_015762.1_mrna_XM_003393080.3_626	LOC100645617
lcl|NC_015762.1_mrna_XM_012309068.2_627	LOC100645617
lcl|NC_015762.1_mrna_XM_020868386.1_628	LOC105665794
lcl|NC_015762.1_miscrna_XR_002308931.1_629	LOC105665794
lcl|NC_015762.1_mrna_XM_012309109.1_630	LOC105665794
lcl|NC_015762.1_mrna_XM_012309125.2_631	LOC100645400
lcl|NC_015762.1_mrna_XM_012309132.2_632	LOC105665806
lcl|NC_015762.1_ncrna_XR_002307881.1_633	LOC105665809
lcl|NC_015762.1_mrna_XM_003393081.3_634	LOC100645819
lcl|NC_015762.1_mrna_XM_003393082.3_635	LOC100645934
lcl|NC_015762.1_mrna_XM_020868669.1_636	LOC100650066
lcl|NC_015762.1_mrna_XM_012309150.2_637	LOC100646051
lcl|NC_015762.1_mrna_XM_012309188.2_638	LOC100646167
lcl|NC_015762.1_mrna_XM_020868671.1_639	LOC100646281
lcl|NC_015762.1_mrna_XM_020863818.1_640	LOC100646401
lcl|NC_015762.1_mrna_XM_012309203.2_641	LOC100646528
lcl|NC_015762.1_mrna_XM_020866641.1_642	LOC100646528
lcl|NC_015762.1_mrna_XM_012309222.2_643	LOC100646648
lcl|NC_015762.1_mrna_XM_003393088.3_644	LOC100646648
lcl|NC_015762.1_mrna_XM_020866725.1_645	LOC110119909
lcl|NC_015762.1_mrna_XM_012309251.2_646	LOC100646768
lcl|NC_015762.1_mrna_XM_012309243.2_647	LOC100646768
lcl|NC_015762.1_mrna_XM_003393090.3_648	LOC100646768
lcl|NC_015762.1_mrna_XM_012309264.2_649	LOC100646768
lcl|NC_015762.1_mrna_XM_012309259.2_650	LOC100646768
lcl|NC_015762.1_mrna_XM_020865200.1_651	LOC100646972
lcl|NC_015762.1_mrna_XM_012309272.2_652	LOC100646972
lcl|NC_015762.1_mrna_XM_003393093.3_653	LOC100647209
lcl|NC_015762.1_mrna_XM_012309319.2_654	LOC100650310
lcl|NC_015762.1_mrna_XM_012309312.2_655	LOC100650310
lcl|NC_015762.1_mrna_XM_012309325.2_656	LOC100650310
lcl|NC_015762.1_mrna_XM_020865206.1_657	LOC105665823
lcl|NC_015762.1_mrna_XM_012309289.2_658	LOC100647089
lcl|NC_015762.1_mrna_XM_003393092.3_659	LOC100647089
lcl|NC_015762.1_mrna_XM_020865197.1_660	LOC100650428
lcl|NC_015762.1_mrna_XM_012309340.2_661	LOC100647406
lcl|NC_015762.1_mrna_XM_020868286.1_662	LOC100647528
lcl|NC_015762.1_mrna_XM_003393094.3_663	LOC100647528
lcl|NC_015762.1_mrna_XM_020868304.1_664	LOC100647528
lcl|NC_015762.1_miscrna_XR_002308916.1_665	LOC100647528
lcl|NC_015762.1_mrna_XM_020868323.1_666	LOC100647528
lcl|NC_015762.1_mrna_XM_012309349.2_667	LOC100647833
lcl|NC_015762.1_mrna_XM_012309365.2_668	LOC100647715
lcl|NC_015762.1_mrna_XM_012309358.2_669	LOC100647833
lcl|NC_015762.1_mrna_XM_003393097.3_670	LOC100647833
lcl|NC_015762.1_mrna_XM_003393116.3_671	LOC100650550
lcl|NC_015762.1_ncrna_XR_001098783.2_672	LOC100647603
lcl|NC_015762.1_mrna_XM_012309526.2_673	LOC100647716
lcl|NC_015762.1_mrna_XM_012309533.2_674	LOC100647716
lcl|NC_015762.1_mrna_XM_012309544.2_675	LOC100647716
lcl|NC_015762.1_mrna_XM_012309539.2_676	LOC100647716
lcl|NC_015762.1_mrna_XM_020862625.1_677	LOC100647716
lcl|NC_015762.1_mrna_XM_012309516.2_678	LOC100650992
lcl|NC_015762.1_miscrna_XR_001098784.2_679	LOC100650992
lcl|NC_015762.1_mrna_XM_012309496.2_680	LOC100650992
lcl|NC_015762.1_mrna_XM_012309511.2_681	LOC100650992
lcl|NC_015762.1_mrna_XM_012309503.2_682	LOC100650992
lcl|NC_015762.1_mrna_XM_020863858.1_683	LOC100647834
lcl|NC_015762.1_mrna_XM_020863857.1_684	LOC100647834
lcl|NC_015762.1_mrna_XM_012309552.2_685	LOC100647834
lcl|NC_015762.1_mrna_XM_020863863.1_686	LOC100647834
lcl|NC_015762.1_mrna_XM_020863873.1_687	LOC100647834
lcl|NC_015762.1_mrna_XM_020863859.1_688	LOC100647834
lcl|NC_015762.1_mrna_XM_020863869.1_689	LOC100647834
lcl|NC_015762.1_mrna_XM_020863871.1_690	LOC100647834
lcl|NC_015762.1_mrna_XM_020863865.1_691	LOC100647834
lcl|NC_015762.1_mrna_XM_020863876.1_692	LOC100647834
lcl|NC_015762.1_mrna_XM_020863861.1_693	LOC100647834
lcl|NC_015762.1_mrna_XM_020863890.1_694	LOC100646769
lcl|NC_015762.1_miscrna_XR_002307927.1_695	LOC100646769
lcl|NC_015762.1_mrna_XM_020863899.1_696	LOC100646769
lcl|NC_015762.1_mrna_XM_020863898.1_697	LOC100646769
lcl|NC_015762.1_mrna_XM_020863893.1_698	LOC100646769
lcl|NC_015762.1_mrna_XM_020863901.1_699	LOC100646769
lcl|NC_015762.1_mrna_XM_003393208.3_700	LOC100652150
lcl|NC_015762.1_mrna_XM_003393159.3_701	LOC100645788
lcl|NC_015762.1_mrna_XM_012309585.2_702	LOC100645788
lcl|NC_015762.1_mrna_XM_020863909.1_703	LOC110119437
lcl|NC_015762.1_mrna_XM_003393218.3_704	LOC100643149
lcl|NC_015762.1_mrna_XM_003393138.3_705	LOC100644429
lcl|NC_015762.1_mrna_XM_003393147.2_706	LOC100644429
lcl|NC_015762.1_mrna_XM_020863886.1_707	LOC100644429
lcl|NC_015762.1_miscrna_XR_002307943.1_708	LOC110119444
lcl|NC_015762.1_miscrna_XR_002307941.1_709	LOC110119444
lcl|NC_015762.1_miscrna_XR_002307942.1_710	LOC110119444
lcl|NC_015762.1_mrna_XM_020863920.1_711	LOC110119444
lcl|NC_015762.1_mrna_XM_012309608.2_712	LOC100649561
lcl|NC_015762.1_mrna_XM_003393188.3_713	LOC100649561
lcl|NC_015762.1_mrna_XM_003393193.3_714	LOC100650067
lcl|NC_015762.1_mrna_XM_003393194.3_715	LOC100650188
lcl|NC_015762.1_mrna_XM_012309618.2_716	LOC100649561
lcl|NC_015762.1_mrna_XM_020863959.1_717	LOC100649681
lcl|NC_015762.1_mrna_XM_020863937.1_718	LOC100649681
lcl|NC_015762.1_mrna_XM_020863976.1_719	LOC100649681
lcl|NC_015762.1_mrna_XM_020863942.1_720	LOC100649681
lcl|NC_015762.1_mrna_XM_020863973.1_721	LOC100649681
lcl|NC_015762.1_mrna_XM_020863979.1_722	LOC100649681
lcl|NC_015762.1_mrna_XM_020863977.1_723	LOC100649681
lcl|NC_015762.1_mrna_XM_020863965.1_724	LOC100649681
lcl|NC_015762.1_mrna_XM_020863940.1_725	LOC100649681
lcl|NC_015762.1_mrna_XM_020863969.1_726	LOC100649681
lcl|NC_015762.1_mrna_XM_020863956.1_727	LOC100649681
lcl|NC_015762.1_mrna_XM_020863933.1_728	LOC100649681
lcl|NC_015762.1_mrna_XM_012309643.2_729	LOC100649681
lcl|NC_015762.1_mrna_XM_020863951.1_730	LOC100649681
lcl|NC_015762.1_mrna_XM_020863949.1_731	LOC100649681
lcl|NC_015762.1_mrna_XM_020863947.1_732	LOC100649681
lcl|NC_015762.1_mrna_XM_020863944.1_733	LOC100649681
lcl|NC_015762.1_mrna_XM_020864669.1_734	LOC100650311
lcl|NC_015762.1_mrna_XM_003393195.3_735	LOC100650311
lcl|NC_015762.1_mrna_XM_020864676.1_736	LOC100650311
lcl|NC_015762.1_ncrna_XR_002308048.1_737	LOC110119577
lcl|NC_015762.1_ncrna_XR_002308049.1_738	LOC110119577
lcl|NC_015762.1_mrna_XM_012309673.2_739	LOC100650429
lcl|NC_015762.1_mrna_XM_012309662.2_740	LOC100650673
lcl|NC_015762.1_mrna_XM_020864715.1_741	LOC100650673
lcl|NC_015762.1_mrna_XM_020864660.1_742	LOC100650551
lcl|NC_015762.1_mrna_XM_020864644.1_743	LOC100650551
lcl|NC_015762.1_mrna_XM_020864663.1_744	LOC100650551
lcl|NC_015762.1_mrna_XM_003393197.3_745	LOC100650551
lcl|NC_015762.1_mrna_XM_020864661.1_746	LOC100650551
lcl|NC_015762.1_mrna_XM_020864646.1_747	LOC100650551
lcl|NC_015762.1_mrna_XM_020864638.1_748	LOC100647955
lcl|NC_015762.1_mrna_XM_020864658.1_749	LOC100650551
lcl|NC_015762.1_mrna_XM_020864650.1_750	LOC100650551
lcl|NC_015762.1_mrna_XM_020864666.1_751	LOC100650551
lcl|NC_015762.1_mrna_XM_020864763.1_752	LOC100650799
lcl|NC_015762.1_mrna_XM_003393199.3_753	LOC100650799
lcl|NC_015762.1_mrna_XM_003393198.3_754	LOC100650799
lcl|NC_015762.1_mrna_XM_020864757.1_755	LOC100650799
lcl|NC_015762.1_mrna_XM_012309747.2_756	LOC100651114
lcl|NC_015762.1_mrna_XM_003393200.3_757	LOC100651114
lcl|NC_015762.1_mrna_XM_020864733.1_758	LOC100651114
lcl|NC_015762.1_mrna_XM_020864746.1_759	LOC100651114
lcl|NC_015762.1_mrna_XM_003393201.3_760	LOC100651236
lcl|NC_015762.1_mrna_XM_012309763.2_761	LOC100651236
lcl|NC_015762.1_mrna_XM_003393202.3_762	LOC100651357
lcl|NC_015762.1_mrna_XM_020864795.1_763	LOC100648082
lcl|NC_015762.1_mrna_XM_012309789.1_764	LOC100651630
lcl|NC_015762.1_mrna_XM_003393203.2_765	LOC100651630
lcl|NC_015762.1_mrna_XM_012309885.1_766	LOC100648082
lcl|NC_015762.1_mrna_XM_012309878.2_767	LOC100648082
lcl|NC_015762.1_mrna_XM_012309865.2_768	LOC100648082
lcl|NC_015762.1_mrna_XM_020864792.1_769	LOC100648082
lcl|NC_015762.1_mrna_XM_012309871.2_770	LOC100648082
lcl|NC_015762.1_mrna_XM_003393207.3_771	LOC100651865
lcl|NC_015762.1_mrna_XM_012309820.2_772	LOC100651865
lcl|NC_015762.1_mrna_XM_012309828.2_773	LOC100651865
lcl|NC_015762.1_mrna_XM_003393206.3_774	LOC100651865
lcl|NC_015762.1_mrna_XM_012309837.2_775	LOC100651865
lcl|NC_015762.1_mrna_XM_012309813.2_776	LOC100651865
lcl|NC_015762.1_mrna_XM_012309805.2_777	LOC100651745
lcl|NC_015762.1_mrna_XM_003393204.3_778	LOC100651745
lcl|NC_015762.1_mrna_XM_012309895.2_779	LOC100648196
lcl|NC_015762.1_mrna_XM_020864816.1_780	LOC100642192
lcl|NC_015762.1_mrna_XM_003393211.3_781	LOC100642315
lcl|NC_015762.1_mrna_XM_003393212.3_782	LOC100642435
lcl|NC_015762.1_mrna_XM_012309965.2_783	LOC100642553
lcl|NC_015762.1_mrna_XM_020865227.1_784	LOC100642553
lcl|NC_015762.1_mrna_XM_012309950.2_785	LOC100642553
lcl|NC_015762.1_mrna_XM_012309972.2_786	LOC100642553
lcl|NC_015762.1_mrna_XM_003393213.3_787	LOC100642553
lcl|NC_015762.1_mrna_XM_012309929.2_788	LOC100648311
lcl|NC_015762.1_miscrna_XR_001098821.2_789	LOC100648311
lcl|NC_015762.1_mrna_XM_003393214.3_790	LOC100642675
lcl|NC_015762.1_mrna_XM_012309992.2_791	LOC100642675
lcl|NC_015762.1_mrna_XM_012310021.2_792	LOC100642794
lcl|NC_015762.1_mrna_XM_012310014.2_793	LOC100642794
lcl|NC_015762.1_mrna_XM_003393215.3_794	LOC100642794
lcl|NC_015762.1_mrna_XM_003393179.3_795	LOC100648424
lcl|NC_015762.1_mrna_XM_012310025.2_796	LOC100643029
lcl|NC_015762.1_mrna_XM_012310048.2_797	LOC100642914
lcl|NC_015762.1_mrna_XM_003393216.3_798	LOC100642914
lcl|NC_015762.1_mrna_XM_012310052.2_799	LOC100642914
lcl|NC_015762.1_mrna_XM_003393219.3_800	LOC100643272
lcl|NC_015762.1_ncrna_XR_002308925.1_801	LOC110120288
lcl|NC_015762.1_mrna_XM_012310087.2_802	LOC100643396
lcl|NC_015762.1_ncrna_XR_002308924.1_803	LOC110120287
lcl|NC_015762.1_mrna_XM_012310074.2_804	LOC100643640
lcl|NC_015762.1_mrna_XM_012310067.2_805	LOC100643640
lcl|NC_015762.1_mrna_XM_012310095.1_806	LOC105665906
lcl|NC_015762.1_mrna_XM_003393223.3_807	LOC100643753
lcl|NC_015762.1_mrna_XM_003393224.2_808	LOC100643876
lcl|NC_015762.1_mrna_XM_003393225.3_809	LOC100644001
lcl|NC_015762.1_mrna_XM_012310110.2_810	LOC100648664
lcl|NC_015762.1_mrna_XM_003393182.3_811	LOC100648849
lcl|NC_015762.1_mrna_XM_020865147.1_812	LOC100643230
lcl|NC_015762.1_mrna_XM_003393141.3_813	LOC100643473
lcl|NC_015762.1_mrna_XM_012310185.2_814	LOC100643600
lcl|NC_015762.1_mrna_XM_012310190.2_815	LOC100643600
lcl|NC_015762.1_mrna_XM_003393142.3_816	LOC100643720
lcl|NC_015762.1_mrna_XM_003393143.3_817	LOC100643839
lcl|NC_015762.1_mrna_XM_020864347.1_818	LOC100643962
lcl|NC_015762.1_mrna_XM_012310233.2_819	LOC100643962
lcl|NC_015762.1_mrna_XM_012310213.2_820	LOC100643962
